run,batch_index,query_indices,query_count,batch_latency_ns,recall_at_10,result_ids
2,54,50,1,328585,1.0,"[[""472"", ""611"", ""479"", ""9"", ""410"", ""657"", ""533"", ""414"", ""702"", ""88""]]"
2,55,56,1,325219,1.0,"[[""181"", ""979"", ""105"", ""197"", ""871"", ""416"", ""134"", ""266"", ""107"", ""76""]]"
2,56,38,1,337041,1.0,"[[""900"", ""517"", ""7"", ""161"", ""377"", ""579"", ""153"", ""88"", ""232"", ""485""]]"
2,57,34,1,334536,1.0,"[[""156"", ""682"", ""952"", ""641"", ""550"", ""343"", ""593"", ""981"", ""416"", ""885""]]"
2,58,10,1,335157,1.0,"[[""661"", ""515"", ""941"", ""47"", ""972"", ""559"", ""15"", ""767"", ""357"", ""761""]]"
2,59,26,1,328695,1.0,"[[""820"", ""589"", ""467"", ""96"", ""6"", ""205"", ""876"", ""559"", ""605"", ""597""]]"
2,60,53,1,326320,1.0,"[[""11"", ""525"", ""439"", ""264"", ""15"", ""877"", ""524"", ""472"", ""80"", ""291""]]"
2,61,18,1,341700,1.0,"[[""215"", ""748"", ""826"", ""103"", ""656"", ""592"", ""14"", ""182"", ""169"", ""638""]]"
2,62,22,1,325108,1.0,"[[""981"", ""413"", ""776"", ""322"", ""993"", ""368"", ""916"", ""563"", ""911"", ""921""]]"
2,63,30,1,333413,1.0,"[[""68"", ""533"", ""344"", ""788"", ""179"", ""634"", ""853"", ""364"", ""25"", ""713""]]"
